waterpoint_id,latitude,longitude,waterpoint_image,functional_status,downtime_duration,abandon_reason,has_current_issue,current_issue,water_available_today,continuous_30days,no_water_30days_reason,repair_duration_days,seasonal_unavailable,seasonal_period,flow_test_possible,fill_time_20l,latrine_within_100m,observed_issues,water_quality_issues,preventive_maintenance,maintenance_barrier,user_population,universal_access,households_no_access,access_barrier,max_roundtrip_minutes,max_distance_metres,has_service_provider,provider_type,has_tariff,tariff_frequency,tariff_amount_mwk,tariff_cost_basis,has_financial_records,has_positive_balance,savings_or_loans,record_balance_mwk,has_bank_account,bank_balance_mwk,committee_year_formed,committee_member_count,committee_women_count,treasurer_gender,months_unavailable
572188034,-16.3366884,34.8287177,https://api.mwater.co/v3/images/d5ce6edebb2b4a7ebffc4ee22119e32b,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,55.983,Yes,Other,NA,Yes,NA,650,0,NA,NA,30,300,Yes,Area or Water Mechanic,Yes,"Flat fee plus fee per unit, Per month",500,"Maintenance costs, Operation costs",No,NA,NA,NA,Yes,NA,NA,NA,NA,NA,0
5992423,-16.3364901,34.8292084,https://api.mwater.co/v3/images/38dc05a5d51446219cf66cfdc6513db8,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,39.701,No,No problems,NA,Yes,NA,650,1,20,"Disability, Failure to pay, Long distance, Long lines",30,300,Yes,Water Point Committee,Yes,"Flat fee plus fee per unit, Per month",500,"Operation costs, Maintenance costs",Yes,Yes,No,50000,No,NA,2023,10,5,Female,0
572188027,-16.3351416,34.8254061,https://api.mwater.co/v3/images/c00442ff148749b1b00d8485bca9789b,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,54.58,Yes,Leakage from pump/ pedestal,NA,Yes,NA,560,0,NA,NA,30,250,Yes,Area or Water Mechanic,Yes,"Flat fee plus fee per unit, Per day",10,"Operation costs, Maintenance costs",Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,0
572187978,-16.3330222,34.8231006,https://api.mwater.co/v3/images/84e13656de724a3abcd2a0a5492bb9fc,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,47.831,No,No problems,NA,Yes,NA,120,0,NA,NA,113,100,Yes,Area or Water Mechanic,Yes,"Flat fee plus fee per unit, Per month",500,Maintenance costs,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,0
12203802,-16.3322354,34.8260447,https://api.mwater.co/v3/images/4d179345e4b140d48d55b98e328c16da,Partially functional but in need of repair,NA,NA,NA,NA,No,No,Parts are not available,30,No,NA,NA,NA,Yes,Damage or problem with pump,NA,No,Parts not available,350,0,NA,NA,16,200,Yes,Area or Water Mechanic,Yes,"Flat fee plus fee per unit, Per month",500,Operation costs,No,NA,NA,NA,No,NA,NA,NA,NA,NA,0
572187992,-16.329683,34.8261321,https://api.mwater.co/v3/images/1e60b94c967a4f98a3e6aa80200b8c62,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,48.832,No,Leakage from pump/ pedestal,NA,Yes,NA,150,0,NA,NA,14,100,Yes,Area or Water Mechanic,Yes,"Flat fee plus fee per unit, Per month",500,Maintenance costs,No,NA,NA,NA,Yes,NA,NA,NA,NA,NA,0
572187985,-16.3315822,34.8246505,https://api.mwater.co/v3/images/a5cd884f302f4cf6bbe4c236ec2b6bfb,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,49.701,No,Leakage from pump/ pedestal,NA,Yes,NA,120,0,NA,NA,14,150,Yes,Area or Water Mechanic,Yes,"Flat fee plus fee per unit, Per month",500,Maintenance costs,Yes,No,No,25000,Yes,NA,NA,NA,NA,NA,0
572187442,-16.3302947,34.8236089,https://api.mwater.co/v3/images/b3769aeaa2174a5eae95d609f9c334ae,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,41.711,No,No problems,NA,Yes,NA,120,0,NA,NA,15,100,Yes,Area or Water Mechanic,Yes,"Flat fee plus fee per unit, Per month",500,Operation costs,Yes,Yes,Yes,15000,Yes,150000,NA,NA,NA,NA,0
38993655,-16.5111818,34.932990399999994,https://api.mwater.co/v3/images/c79a2f4f00bb45a2834f89f6dbb0141d,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,45.653,Yes,No problems,NA,Yes,NA,285,0,NA,NA,60,700,Yes,Water Point Committee,Yes,When required for repairs,300,"Affordability, Maintenance costs",Yes,Yes,Yes,52400,No,NA,2019,10,6,Male,0
44459369,-16.5262701,34.92253089999999,https://api.mwater.co/v3/images/836edf905f5b466da445c0473cc7b049,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,50.441,No,No problems,NA,Yes,NA,84,0,NA,NA,30,450,Yes,Water Point Committee,Yes,Per month,300,Maintenance costs,Yes,Yes,Yes,38200,No,NA,2017,10,6,Female,0
243392104,-16.5272144,34.9224056,https://api.mwater.co/v3/images/e78006f455614b01a6822a23ba981f29,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,45.56,No,No problems,NA,No,Lack of technical expertise,84,0,NA,NA,20,300,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,10,5,Female,0
420749695,-16.5757017,34.9341986,https://api.mwater.co/v3/images/1a01fb02c59a4aecb6d748b4e39f7170,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,No,NA,Yes,No problems,NA,Yes,NA,314,0,NA,NA,60,550,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,11,NA,Male,0
420749712,-16.5775475,34.93340859999999,https://api.mwater.co/v3/images/ec13aa57d0654a54a23fb4af3f14095f,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,42.233,Yes,No problems,NA,No,Other,412,0,NA,NA,45,500,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,11,6,Male,0
17028862,-16.4478125,34.7772609,https://api.mwater.co/v3/images/46861748b5ad4f61865ac66fa2c9dc56,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,53.861,No,"Damage to civil works - platform, well head, riser etc",NA,Yes,NA,246,0,NA,NA,35,600,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,10,6,Male,0
331978036,-15.0605937,34.92870919999999,https://api.mwater.co/v3/images/cf2a8239ef8f460e83b61fa2efd64484,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,Yes,"10, 11, 12",Yes,79.002,Yes,No problems,NA,No,"Lack of money, Lack of understanding/commitment to Preventative Maintenance",150,0,NA,NA,20,150,Yes,Area or Water Mechanic,Yes,Per month,200,Affordability,Yes,Yes,Yes,7000,No,NA,NA,NA,NA,NA,3
17029605,-16.4490544,34.775859399999995,https://api.mwater.co/v3/images/15dacafb545d40a88f4c771548aa36a1,Partially functional but in need of repair,NA,NA,NA,NA,Yes,No,Low water pressure,6,No,NA,Yes,100.78,No,Damage or problem with pump,NA,Yes,NA,382,0,NA,NA,40,700,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,10,5,Male,0
55236917,-16.4559177,34.7718069,https://api.mwater.co/v3/images/454aa05a5a52405087465f77c80aef01,Not functional,6 - 12 months,NA,NA,NA,NA,NA,NA,NA,Yes,"10, 11",NA,NA,No,Damage or problem with pump,NA,Yes,NA,341,0,NA,NA,45,2000,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,10,5,Male,2
420749798,-16.5856216,34.92925819999999,https://api.mwater.co/v3/images/9985d582e4e942b98d119c8968875e09,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,41.461,Yes,No problems,NA,Yes,NA,269,0,NA,NA,45,450,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,11,NA,Male,0
55236931,-16.4734646,34.7633225,https://api.mwater.co/v3/images/805c2a2f59f041ef8964fb9f650d485c,Not functional,Less than 1 month,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,Damage or problem with pump,NA,Yes,NA,261,0,NA,NA,40,500,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,10,6,Male,0
420749815,-16.5855741,34.91253389999999,https://api.mwater.co/v3/images/f188047b335244adae091961458102b6,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,35.29,No,No problems,NA,Yes,NA,133,0,NA,NA,35,700,Yes,Water Point Committee,Yes,Per month,300,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2019,10,6,Female,0
55238610,-16.4807141,34.7560025,https://api.mwater.co/v3/images/4ac03050cc4b475eb1ed1a77bfb20b83,Not functional,2 - 5 years,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump",NA,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,10,5,Male,0
420749822,-16.587168900000002,34.90979339999999,https://api.mwater.co/v3/images/44453684df264c53b2592eca7b08568c,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,39.27,Yes,No problems,NA,Yes,NA,412,0,NA,NA,45,550,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,11,6,Male,0
523111388,-16.4854315,34.7574705,https://api.mwater.co/v3/images/d23dd4c2e2d4476f9b785e4fbe8d4cac,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,Yes,"10, 09, 11",Yes,79.227,No,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump",NA,Yes,NA,428,0,NA,NA,35,500,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,10,6,Male,3
444648462,-16.5796355,34.9067288,https://api.mwater.co/v3/images/506c2147d2b84496aa1d0df285def9e6,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,41.631,Yes,No problems,NA,Yes,NA,312,0,NA,NA,35,350,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
576594181,-15.0495144,34.9399519,https://api.mwater.co/v3/images/77e692f6c1e74f5596ca98b7dde13760,NA,NA,NA,NA,NA,NA,Yes,NA,NA,Don't know,NA,NA,NA,Yes,No problems,NA,NA,NA,100,NA,NA,NA,7,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
444666567,-16.5797696,34.9063551,https://api.mwater.co/v3/images/c3ef5fd5eff64e78ab498034d5aefc5f,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,43.681,Yes,No problems,NA,No,Lack of technical expertise,319,0,NA,NA,35,400,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
572188209,-16.3225213,34.8745304,https://api.mwater.co/v3/images/98703429803843dda5198463b6dc54d7,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,No,NA,Yes,"Leakage from pump/ pedestal, Other",NA,Yes,NA,750,1,14,"Inadequate water supply / low pressure, Long lines",30,500,Yes,"Area or Water Mechanic, Private contractor or operator",Yes,Per unit of water - litre / bucket / jerry can,10,"Operation costs, Maintenance costs",Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,0
55237028,-16.487852,34.752298,https://api.mwater.co/v3/images/3078ff60aed94cd5b91281f7762b5097,Not functional,1 - 6 months,NA,NA,NA,NA,NA,NA,NA,Yes,"09, 10, 11",NA,NA,No,Damage or problem with pump,NA,Yes,NA,291,0,NA,NA,30,600,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,10,5,Female,3
445178672,-16.5825355,34.9009073,https://api.mwater.co/v3/images/f276eb876ad74c05be303cce9983d919,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,No,NA,Yes,No problems,NA,Sometimes,NA,143,0,NA,NA,270,40,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
576594222,-15.0461786,34.9439943,https://api.mwater.co/v3/images/f8144b75efce4837850896bd6291764d,Partially functional but in need of repair,NA,NA,NA,NA,Yes,No,System is not functional,7,No,NA,Yes,111.805,Yes,No problems,NA,No,Lack of money,365,0,NA,NA,20,250,Yes,Community members,Yes,Per month,1000,Affordability,Yes,Yes,Yes,12000,No,NA,NA,NA,NA,NA,0
523111395,-16.4912829,34.75699929999999,https://api.mwater.co/v3/images/e9ced387bace4bf089eb5129687ad6b8,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,61.96,No,No problems,NA,Yes,NA,157,0,NA,NA,30,400,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,10,6,Male,0
574950952,-16.5808891,34.9022952,https://api.mwater.co/v3/images/63d8355312aa4e4cbedeb96b31ec4818,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,38.971,No,No problems,NA,Sometimes,NA,1656,0,NA,NA,45,450,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
55237073,-16.4896522,34.756614299999995,https://api.mwater.co/v3/images/9ce3405965bf4997a5d479c4af25f581,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,54.701,No,Water quality,Salinity / saltiness,Yes,NA,209,0,NA,NA,35,400,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,10,6,Female,0
10100031,-16.5552829,34.9073905,https://api.mwater.co/v3/images/9869ef11c4a74d51852213227e6622a5,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,10.177,No,"Damage to civil works - platform, well head, riser etc",NA,No,Lack of technical expertise,189,0,NA,NA,30,450,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25186695,-15.0727716,34.9585776,https://api.mwater.co/v3/images/5b22889cf63146a486e28e3cd4cb457f,Functional,NA,NA,Yes,Other,Yes,Yes,NA,NA,No,NA,Yes,54.201,Yes,"Water quality, No problems",Other,Yes,NA,250,0,NA,NA,60,1000,Yes,"Area or Water Mechanic, Water Point Committee",Yes,"Per year, Flat fee plus fee per unit",1000,Affordability,Yes,Yes,Yes,68000,No,NA,2014,NA,10,Female,0
574955490,-16.5793092,34.9001715,https://api.mwater.co/v3/images/b873e3b11418424cad2c14bed3abcbf2,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,32.063,Yes,No problems,NA,Yes,NA,241,0,NA,NA,30,350,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,11,6,NA,0
523111405,-16.4950456,34.754467700000006,https://api.mwater.co/v3/images/d4ae936d24a147af9e99a8df6ba36ef1,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,53.73,No,No problems,NA,Yes,NA,347,0,NA,NA,30,800,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,10,5,Male,0
576594239,-15.0495119,34.939950599999996,https://api.mwater.co/v3/images/c542adc96ae94761a845efb2bc690026,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,Don't know,NA,Yes,64.051,Yes,No problems,NA,No,Lack of money,150,0,NA,NA,1,3,Yes,Water Point Committee,Yes,When required for repairs,1000,"Affordability, Maintenance costs",Yes,Yes,Yes,21000,No,NA,2023,10,7,Female,0
574967602,-16.5818037,34.8979165,https://api.mwater.co/v3/images/67c0bd130c7d452fb6e33b660abddba6,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,32.501,No,No problems,NA,No,Lack of technical expertise,412,0,NA,NA,30,400,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
359491841,-15.1988171,35.4271657,https://api.mwater.co/v3/images/f9f73fb55fc3473fb33edcce9105f466,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,123.73,No,Soil erosion or collapse around the water point,NA,Sometimes,NA,200,0,NA,NA,50,600,Yes,Water Point Committee,Yes,When required for repairs,500,Maintenance costs,Yes,NA,NA,NA,No,NA,2022,10,9,Female,0
67590296,-16.5487869,34.90488369999999,https://api.mwater.co/v3/images/ed47be93d721423a99dbaafb6d4426dc,No longer exists or abandoned,More than 5 years,Low water flow or dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"Damage to civil works - platform, well head, riser etc, Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
575378751,-15.1940827,35.4311637,https://api.mwater.co/v3/images/ce3af47699284c82ab66694e24e00cee,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,68.24,Yes,No problems,NA,Sometimes,NA,143,0,NA,NA,30,300,Yes,Water Point Committee,Yes,Per month,500,Affordability,Yes,NA,NA,NA,No,NA,2020,10,8,Female,0
523111412,-16.4923777,34.7473875,https://api.mwater.co/v3/images/652505f071a542f0a0018f64f9b82d7a,Partially functional but in need of repair,NA,NA,NA,NA,Yes,NA,NA,NA,No,NA,Yes,62.661,No,"Water quality, Damage to civil works - platform, well head, riser etc, Damage or problem with pump",Salinity / saltiness,No,Lack of understanding/commitment to Preventative Maintenance,251,0,NA,NA,35,600,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,10,6,Male,0
574983808,-16.5674108,34.9143187,https://api.mwater.co/v3/images/551dfaa69aa24814bef106acc4edf821,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,36.842,Yes,No problems,NA,Sometimes,NA,796,0,NA,NA,60,1000,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
18513512,-16.5670762,34.91784419999999,https://api.mwater.co/v3/images/d28771a51fb247138d2bdedb25aecd37,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
575378768,-15.1934883,35.4304733,https://api.mwater.co/v3/images/2d0d7517585d4472b8be2a2a9670dfee,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,47.581,No,No problems,NA,Sometimes,NA,89,0,NA,NA,30,200,Yes,Water Point Committee,Yes,Per month,200,Affordability,Yes,NA,NA,NA,No,NA,2022,10,8,Female,0
55237107,-16.4886798,34.7425585,https://api.mwater.co/v3/images/cf25fbe9e76e4b4ead2eed2b2cf03acd,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,Yes,"10, 11",Yes,71.68,No,Damage or problem with pump,NA,Yes,NA,249,0,NA,NA,50,900,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,10,5,Female,2
575378775,-15.194895,35.4328933,https://api.mwater.co/v3/images/f1b9902c31d549dfb24a782ecb734e95,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,Yes,"09, 10, 11, 12",Yes,70.24,Yes,Soil erosion or collapse around the water point,NA,Sometimes,NA,92,0,NA,NA,30,200,Yes,Water Point Committee,Yes,Per month,100,Affordability,Yes,NA,NA,NA,No,NA,2022,10,8,Female,4
12202887,-16.4845457,34.7395202,https://api.mwater.co/v3/images/518e7501e41e4231887f5f3bcfb35507,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,54.06,No,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump",NA,Yes,NA,385,0,NA,NA,30,600,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,10,5,Male,0
55237121,-16.4843859,34.73812649999999,https://api.mwater.co/v3/images/b78598e8cab74cc78269f31b1a644ad3,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,No,NA,No,"Water quality, Damage or problem with pump, Damage to civil works - platform, well head, riser etc",Salinity / saltiness,No,Lack of understanding/commitment to Preventative Maintenance,319,0,NA,NA,30,400,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,10,6,Male,0
12165762,-16.4843207,34.7381909,https://api.mwater.co/v3/images/1d4e0e6f853a4e2ebea04c8b7e676d4e,No longer exists or abandoned,2 - 5 years,Poor water quality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"Water quality, Damage to civil works - platform, well head, riser etc, Damage or problem with pump, Soil erosion or collapse around the water point",Salinity / saltiness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
523111429,-16.4840733,34.7381924,https://api.mwater.co/v3/images/f6866397cab6409cb99c93072a63340a,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,53.601,No,No problems,NA,No,Lack of technical expertise,248,0,NA,NA,25,400,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,10,5,Male,0
296153,-16.4835748,34.7279927,https://api.mwater.co/v3/images/655469f1c519466ab7d2ce909e7b486d,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,66.8,No,"Water quality, Damage to civil works - platform, well head, riser etc, Damage or problem with pump",Salinity / saltiness,Yes,NA,257,0,NA,NA,30,5000,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,10,5,Male,0
574994916,-16.5618368,34.920885999999996,https://api.mwater.co/v3/images/754b3faf4d1f40fa957809fdf6629451,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,37.19,Yes,No problems,NA,Yes,NA,234,0,NA,NA,25,300,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25188288,-15.054906,34.9236374,https://api.mwater.co/v3/images/f86ffad8ee5a413187a4a41445b7f946,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,Yes,"10, 11, 12",Yes,82.759,Yes,"Other, Soil erosion or collapse around the water point",NA,Yes,NA,1500,0,NA,NA,60,600,Yes,"Community members, Water Point Committee",Yes,Per month,100,Affordability,No,NA,NA,NA,No,NA,2022,10,4,Male,3
12200610,-16.491237,34.7245934,https://api.mwater.co/v3/images/c5ecda71d345447985f9537de5d8bf26,Not functional,2 - 5 years,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,Damage or problem with pump,NA,No,Lack of technical expertise,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
575001024,-16.5608485,34.92245069999999,https://api.mwater.co/v3/images/d3bb8b65eb7d41f3ba46126e871aabf3,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,40.861,Yes,No problems,NA,Yes,NA,316,0,NA,NA,30,450,Yes,Water Point Committee,Yes,Flat fee plus fee per unit,200,Affordability,Could not determine,NA,NA,NA,No,NA,2021,11,6,Male,0
12200610,-16.4912098,34.7246344,https://api.mwater.co/v3/images/65b777e88ee544439df80163645049f5,No longer exists or abandoned,More than 5 years,Poor water quality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Damage or problem with pump,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
575011784,-16.5606848,34.922699,https://api.mwater.co/v3/images/d2b12cdac1d141d2b6161ce144164847,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,37.32,Yes,No problems,NA,Yes,NA,214,0,NA,NA,30,350,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
12204047,-16.4924926,34.7247075,https://api.mwater.co/v3/images/13a41e6ef79c4918a60f68f1a9ee9d92,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,Yes,"10, 11",Yes,39.941,No,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump",NA,Yes,NA,361,0,NA,NA,35,600,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,10,5,Male,2
523111436,-16.4964148,34.72156629999999,https://api.mwater.co/v3/images/d1812b08b6fb411889c8269a48f28260,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,59.321,Yes,No problems,NA,No,Lack of technical expertise,209,0,NA,NA,25,450,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,10,6,Male,0
25190689,-15.0553378,34.9186596,https://api.mwater.co/v3/images/ff0ebc97c00740d195b752d86a6c3fcb,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,121.501,Yes,No problems,NA,No,"Lack of technical expertise, Lack of money, Lack of understanding/commitment to Preventative Maintenance",1600,0,NA,NA,40,500,Yes,Community members,Yes,Per month,250,Affordability,No,NA,NA,NA,No,NA,NA,NA,NA,NA,0
523111443,-16.4946134,34.7202682,https://api.mwater.co/v3/images/b93c04120f6945a7b03eec8e3a9abc4a,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,Yes,"10, 11",Yes,71.364,Yes,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump",NA,Yes,NA,351,0,NA,NA,40,400,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,10,6,Female,2
8377704,-15.2257669,34.88592899999999,https://api.mwater.co/v3/images/47c22aac6d9f4f239572571e9f174f8c,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,107.611,Yes,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump, Soil erosion or collapse around the water point, Leakage from pump/ pedestal",NA,Yes,NA,150,0,NA,NA,20,120,Yes,"Community members, Water Point Committee",Yes,Per month,300,"Affordability, Maintenance costs",Yes,NA,NA,NA,No,NA,2022,5,4,Female,0
575018035,-16.5368236,34.92309,https://api.mwater.co/v3/images/6a07885070c44364895334e921c44fb8,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,33.92,Yes,No problems,NA,Yes,NA,231,0,NA,NA,30,350,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,11,6,Male,0
575049800,-16.5331304,34.9238908,https://api.mwater.co/v3/images/967c605f5ac24d78af6e3aa6f95a8b02,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,30.23,Yes,No problems,NA,No,Lack of technical expertise,198,0,NA,NA,15,270,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
575097401,-16.5334352,34.9249925,https://api.mwater.co/v3/images/031595ba06fe4e77b49ffacd96db7761,Not functional,More than 5 years,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump",NA,Sometimes,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
